n_neighbors,min_dist,min_cluster_size,min_samples,n_clusters,noise_frac,silhouette,davies_bouldin
10,0.0,50,25,4,0.004319332737563301,0.2786124348640442,0.4853895547137514
10,0.0,75,5,7,0.06657730116175156,0.34409016370773315,0.5224190494229617
10,0.0,75,10,5,0.04215072981829014,0.375984787940979,0.5273071704210135
10,0.0,75,15,3,0.004319332737563301,0.3154491186141968,0.5391589555421049
10,0.0,75,25,3,0.004319332737563301,0.3154491186141968,0.5391589555421049
10,0.0,100,5,7,0.06657730116175156,0.34409016370773315,0.5224190494229617
10,0.0,100,10,6,0.05302353291629431,0.45782339572906494,0.5065559546173345
10,0.0,100,15,3,0.004319332737563301,0.3154491186141968,0.5391589555421049
10,0.0,100,25,3,0.004319332737563301,0.3154491186141968,0.5391589555421049
10,0.05,10,5,172,0.27911826035150433,0.5240404009819031,0.5472570576976319
10,0.05,10,10,134,0.3780160857908847,0.5624566078186035,0.4885176962283899
10,0.05,10,15,38,0.1298778671432827,0.3130345046520233,0.4342415419245884
10,0.05,10,25,3,0.002829907655644921,0.3802931308746338,0.46706035761859593
10,0.05,15,5,128,0.2759904676794757,0.5082095861434937,0.6033944804073461
10,0.05,15,10,101,0.3675901102174561,0.5552257895469666,0.5342540548915612
10,0.05,15,15,32,0.13330354483169496,0.3083607256412506,0.4607185438380683
10,0.05,15,25,3,0.002829907655644921,0.3802931308746338,0.46706035761859593
10,0.05,20,5,89,0.2889484658921656,0.5050203800201416,0.6489214918158706
10,0.05,20,10,53,0.268394399761692,0.3616682291030884,0.6181454542421206
10,0.05,20,15,19,0.09100387250521298,0.270274817943573,0.5078692151987441
10,0.05,20,25,3,0.002829907655644921,0.3802931308746338,0.46706035761859593
10,0.05,30,5,43,0.1966041108132261,0.32143425941467285,0.7015978053909264
10,0.05,30,10,20,0.07759904676794757,0.03429951146245003,0.6540516557325889
10,0.05,30,15,15,0.08296097706285374,0.26921340823173523,0.521601603466397
10,0.05,30,25,3,0.002829907655644921,0.3802931308746338,0.46706035761859593
10,0.05,50,5,3,0.002829907655644921,0.3811916410923004,0.4676866317053984
10,0.05,50,10,12,0.07745010425975574,0.23972739279270172,0.6869222909169612
10,0.05,50,15,12,0.09413166517724159,0.25832441449165344,0.6166349953511885
10,0.05,50,25,3,0.002829907655644921,0.3802931308746338,0.46706035761859593
10,0.05,75,5,8,0.04066130473637176,0.2797451615333557,0.6928282319912631
10,0.05,75,10,7,0.07700327673518022,0.2988668978214264,0.6245888776212813
10,0.05,75,15,7,0.0816204944891272,0.29464811086654663,0.6041869175285633
10,0.05,75,25,2,0.002829907655644921,0.4806460440158844,0.47861392144152215
10,0.05,100,5,7,0.05272564789991063,0.2817799746990204,0.6365068816050875
10,0.05,100,10,6,0.054066130473637175,0.31336650252342224,0.6768079772874976
10,0.05,100,15,6,0.057342865653857614,0.306623637676239,0.6657743839148687
10,0.05,100,25,2,0.002829907655644921,0.4806460440158844,0.47861392144152215
10,0.1,10,5,154,0.3118856121537087,0.5154404640197754,0.5823556999105812
10,0.1,10,10,8,0.0037235627047959487,-0.039343468844890594,0.5673634804089983
10,0.1,10,15,6,0.007893952934167411,0.12488557398319244,0.5103801551950397
10,0.1,10,25,5,0.017873100983020553,0.1268095076084137,0.5492212597768066
10,0.1,15,5,111,0.2931188561215371,0.46650540828704834,0.6154962160325976
10,0.1,15,10,6,0.0074471254095918975,0.12418465316295624,0.510425767580734
10,0.1,15,15,6,0.007893952934167411,0.12488557398319244,0.5103801551950397
10,0.1,15,25,5,0.017873100983020553,0.1268095076084137,0.5492212597768066
10,0.1,20,5,5,0.009532320524277629,0.12131496518850327,0.552555007689003
10,0.1,20,10,5,0.010277033065236819,0.12180034071207047,0.5523333962752393
10,0.1,20,15,5,0.010723860589812333,0.1225021705031395,0.5522835909577305
10,0.1,20,25,5,0.017873100983020553,0.1268095076084137,0.5492212597768066
10,0.1,30,5,5,0.009532320524277629,0.12131496518850327,0.552555007689003
10,0.1,30,10,5,0.010277033065236819,0.12180034071207047,0.5523333962752393
10,0.1,30,15,5,0.010723860589812333,0.1225021705031395,0.5522835909577305
10,0.1,30,25,5,0.017873100983020553,0.1268095076084137,0.5492212597768066
10,0.1,50,5,4,0.00938337801608579,0.2804119288921356,0.5604168303331782
10,0.1,50,10,4,0.00938337801608579,0.2804119288921356,0.5604168303331782
10,0.1,50,15,4,0.009532320524277629,0.2810004651546478,0.5604711923840128
10,0.1,50,25,4,0.00938337801608579,0.2798619866371155,0.5602718325167543
10,0.1,75,5,3,0.009234435507893953,0.30361250042915344,0.610963296975076
10,0.1,75,10,3,0.009234435507893953,0.30361250042915344,0.610963296975076
10,0.1,75,15,3,0.009234435507893953,0.3037284016609192,0.6112276936233811
10,0.1,75,25,3,0.00938337801608579,0.30294421315193176,0.6103521539079001
10,0.1,100,5,3,0.009234435507893953,0.30361250042915344,0.610963296975076
10,0.1,100,10,3,0.009234435507893953,0.30361250042915344,0.610963296975076
10,0.1,100,15,3,0.009234435507893953,0.3037284016609192,0.6112276936233811
10,0.1,100,25,3,0.00938337801608579,0.30294421315193176,0.6103521539079001
10,0.25,10,5,152,0.3710157879058683,0.476471871137619,0.6288999560515961
10,0.25,10,10,3,0.0,0.31086891889572144,0.4778623973556991
10,0.25,10,15,2,0.0,0.46270260214805603,0.38555809627978704
10,0.25,10,25,5,0.01876675603217158,0.15452924370765686,0.5372806796062335
10,0.25,15,5,8,0.010574918081620494,0.03071502596139908,0.5255365221461039
10,0.25,15,10,2,0.0,0.46270260214805603,0.38555809627978704
10,0.25,15,15,2,0.0,0.46270260214805603,0.38555809627978704
10,0.25,15,25,5,0.01876675603217158,0.15452924370765686,0.5372806796062335
10,0.25,20,5,6,0.015638963360142984,0.027877584099769592,0.5516962503514066
10,0.25,20,10,5,0.019511468573130773,0.15512806177139282,0.5374687355668971
